name,is_open,latitude,longitude,stars_x,cool,funny,stars_y,al pastor score,al pastor ratio,daal score,daal ratio,lamb shwarma score,lamb shwarma ratio,lamb shawarma score,lamb shawarma ratio,shawarma score,shawarma ratio,taco score,taco ratio,taco  score,taco  ratio,Weighted taco score
Sweet Mahal,1.0,43.72107750000002,-79.61376689999999,3.5,0.05714285714285714,0.05714285714285714,3.4285714285714284,,,4.167114905636281,0.028571428571428577,,,,,,,4.308166095408153,0.028571428571428577,,,4.370153035000721
Empire Grill,0.0,43.69978883299999,-79.4318662615,4.0,0.8666666666666667,0.13333333333333333,3.8,,,,,,,,,,,4.224400339150405,0.06666666666666667,,,4.367586868172689
DaiKo Indian Kitchen & Nepali Street Food,1.0,43.640042,-79.44039100000006,4.0,0.17391304347826086,0.41304347826086957,3.782608695652174,,,,,,,,,,,4.218319315274195,0.021739130434782598,,,4.264420709338101
Indian Roti House,1.0,43.664436199999976,-79.38025900000001,3.5,0.1388888888888889,0.19444444444444445,3.5555555555555554,,,,,,,,,,,4.179079774072091,0.027777777777777783,,,4.237527496120526
Agra Fine Indian Cuisine,0.0,43.645861599999996,-79.39259450000002,3.5,1.619047619047619,2.3333333333333335,3.2857142857142856,,,,,,,,,,,4.111239221711356,0.04761904761904764,,,4.210300490950658
Maezo - Modern Indian Cuisine,1.0,43.65091100000003,-79.38195679999993,3.5,0.25757575757575757,0.12121212121212122,3.515151515151515,,,3.0692199327084775,0.01515151515151514,,,,,,,4.11275492511671,0.01515151515151514,4.282008463409675,0.10606060606060617,4.144030477819893
Amaya Express,0.7590361445783133,43.64834688346383,-79.40097018980117,2.680722891566265,0.1566265060240964,0.18072289156626506,2.6144578313253013,,,,,,,,,,,3.9420729359606974,0.09523809523809516,,,4.134331961919227
Fynn's of Temple Bar,0.0,43.644757399999925,-79.39717089999999,3.5,0.4375,0.225,3.6125,,,,,,,,,,,4.093127698608975,0.01249999999999998,,,4.1187898574359965
Mill Street Brew Pub,1.0,43.650442451100304,-79.358442752099,3.5,0.4810126582278481,0.3037974683544304,3.3966244725738397,,,,,,,,,,,3.7741163468738406,0.002109704641350192,5.750534193064563,0.040084388185654234,3.7780995827542943
Fionn MacCool's Irish Pub,0.46846846846846846,43.66050410438194,-79.38833615857313,3.0,0.4774774774774775,0.2702702702702703,3.027027027027027,,,,,,,,,,,3.6993223216273554,0.016949152542372864,,,3.7308057266282995
Fionn MacCool's,0.07142857142857142,43.65566822999996,-79.39234905285731,3.0714285714285716,0.42857142857142855,0.2857142857142857,3.1285714285714286,,,,,,,,,,,3.4912191792642364,0.04615384615384618,,,3.572722582610725
Wheat Sheaf Tavern,1.0,43.64371529359991,-79.40282821660001,3.0,0.42962962962962964,0.4074074074074074,3.1703703703703705,,,,,,,,,,,3.5250247652717355,0.0074074074074074155,,,3.5381046195510697
Toby's Pub and Eatery,1.0,43.65637550000005,-79.40659719999991,2.5,0.6388888888888888,0.8472222222222222,2.638888888888889,,,,,,,,,,,3.1976721498036245,0.013888888888888866,,,3.219955489555281
Amaya,1.0,43.6473818436,-79.38309314973337,2.1666666666666665,0.4444444444444444,0.37037037037037035,2.2962962962962963,,,2.2776789322340742,0.055555555555555566,,,,,,,2.312465670111892,0.11111111111111113,,,2.4445716186808535
