name,is_open,latitude,longitude,stars_x,cool,funny,stars_y,simid,usid,penne alla vodka score,penne alla vodka ratio,tacos score,tacos ratio,taco|tacos score,taco|tacos ratio,taco score,taco ratio,Weighted taco score,geometry,x,y,Weighted taco score 2
Wilbur Mexicana,1.0,43.644877499999915,-79.39879810000023,4.0,0.3859964093357271,0.22082585278276481,4.098743267504489,3637.0,40514.76301615799,,,4.12244353376146,0.5170556552962272,4.0815132542582235,0.6517055655296161,4.081033909390447,0.6517055655296161,4.803173075272506,POINT (-79.39879810000023 43.64487749999991),-79.39879810000023,43.644877499999915,0.6638010873305835
Playa Cabana,1.0,43.675957769299835,-79.40118402240029,4.0,0.3830275229357798,0.25229357798165136,3.9610091743119265,2873.0,39513.30963302752,,,4.141823032655516,0.525229357798167,4.131050381624793,0.5825688073394472,4.135866320988039,0.5825688073394472,4.784296622103941,POINT (-79.40118402240029 43.67595776929983),-79.40118402240029,43.675957769299835,0.6596317092119867
Azarias,1.0,43.64699810000001,-79.51319539999993,4.5,0.22535211267605634,0.08450704225352113,4.338028169014085,7115.0,38375.77464788732,,,4.432518862725506,0.29577464788732394,4.407359929951559,0.3239436619718316,4.404553111994914,0.3239436619718316,4.776101937514738,POINT (-79.51319539999993 43.64699810000001),-79.51319539999993,43.64699810000001,0.6578216902264326
Plaza Latina,1.0,43.7512345,-79.55200220000005,4.0,1.2439024390243902,1.024390243902439,3.8780487804878048,6707.0,37965.0,,,,,4.497597436688719,0.19512195121951229,4.48975067689265,0.19512195121951229,4.714192594270463,POINT (-79.55200220000005 43.7512345),-79.55200220000005,43.7512345,0.6441473278473153
Tea N Bannock,1.0,43.67118200000003,-79.32735570000007,4.5,0.0975609756097561,0.04878048780487805,4.341463414634147,1447.0,38056.70731707317,,,,,4.444223378438087,0.21951219512195128,4.456550977046392,0.21951219512195128,4.707952933009687,POINT (-79.32735570000007 43.67118200000003),-79.32735570000007,43.67118200000003,0.6427691289401467
Mi'Hito Sushi Laboratory,1.0,43.6576212,-79.40088490000005,4.0,0.2549019607843137,0.058823529411764705,4.098039215686274,3409.0,39283.37254901961,,,4.377361655158208,0.23529411764705854,4.372922025499835,0.27450980392156893,4.381956193589466,0.27450980392156893,4.69323774585842,POINT (-79.40088490000005 43.6576212),-79.40088490000005,43.6576212,0.6395188796071988
Grand Electric,1.0,43.64167449999954,-79.43160789999874,3.5,0.422316384180791,0.4322033898305085,3.694915254237288,2639.0,38871.92796610169,,,3.767861462897923,0.7358757062146953,3.754366002480905,0.8587570621468815,3.753073396937584,0.8587570621468815,4.651846987598029,POINT (-79.43160789999874 43.64167449999954),-79.43160789999874,43.64167449999954,0.6303766048237982
Local44 Kitchen & Bar,1.0,43.7839705,-79.2534171,4.0,0.5454545454545454,0.2727272727272727,3.772727272727273,7053.0,37143.27272727273,,,,,4.2704933643839516,0.3181818181818183,4.281182651850883,0.3181818181818183,4.635642212046835,POINT (-79.25341709999999 43.7839705),-79.2534171,43.7839705,0.6267973393761749
The Irv Gastro Pub,1.0,43.66353989999998,-79.37058259999989,4.5,0.24166666666666667,0.18333333333333332,4.383333333333334,5771.0,44853.708333333336,,,,,4.539150873603873,0.0666666666666666,4.558404461181568,0.0666666666666666,4.6350145125903905,POINT (-79.37058259999989 43.66353989999998),-79.37058259999989,43.66353989999998,0.6266586948779006
Chula Taberna Mexicana,1.0,43.66925619999993,-79.33590220000019,4.0,0.21,0.04,3.8,270.0,43403.91,,,3.779727553650768,0.6099999999999995,3.8677606698450417,0.71,3.8795991801357945,0.71,4.633126194333545,POINT (-79.33590220000019 43.66925619999993),-79.33590220000019,43.66925619999993,0.6262416084289404
Rickshaw Bar,1.0,43.6467862999999,-79.40494380000013,4.0,1.0934579439252337,0.5327102803738317,4.214953271028038,4328.0,40164.31775700935,,,4.515185580144247,0.14953271028037382,4.39694680094182,0.20560747663551385,4.400433808013747,0.20560747663551385,4.632538536890894,POINT (-79.40494380000013 43.6467862999999),-79.40494380000013,43.6467862999999,0.6261118082985483
Banh Mi Boys,1.0,43.64882699999952,-79.3969701000013,4.5,0.479185119574845,0.35783879539415414,4.265721877767937,2718.0,40223.69176262179,,,4.365065479732647,0.10983170947741586,4.363746605350021,0.22674933569530295,4.365033195903378,0.22674933569530295,4.619623130143957,POINT (-79.3969701000013 43.64882699999952),-79.3969701000013,43.64882699999952,0.6232590894216179
Sho Izakaya,1.0,43.641153000000024,-79.43447530000002,4.0,0.6571428571428571,0.11428571428571428,4.2,13.0,35504.828571428574,,,,,4.38721576414845,0.2000000000000001,4.378385786746304,0.2000000000000001,4.6028704263899884,POINT (-79.43447530000002 43.64115300000002),-79.43447530000002,43.641153000000024,0.6195587991268579
The Haam,1.0,43.647387300000126,-79.3931219999999,4.0,0.7844036697247706,0.3256880733944954,4.10091743119266,2517.0,41021.935779816515,,,4.143496802751119,0.2568807339449536,4.191917448334178,0.34862385321100925,4.204165769698195,0.34862385321100925,4.587025831061648,POINT (-79.39312199999991 43.64738730000013),-79.3931219999999,43.647387300000126,0.6160590892782926
Drift,0.0,43.660366499999945,-79.43259570000006,4.0,0.7846153846153846,0.38461538461538464,4.123076923076923,2475.0,39028.96923076923,,,,,4.48322460269827,0.09230769230769226,4.4772342925250905,0.09230769230769226,4.581756470504562,POINT (-79.43259570000006 43.66036649999995),-79.43259570000006,43.660366499999945,0.6148952076735482
This End Up,0.0,43.64971799999996,-79.43060419999995,4.0,2.0392156862745097,1.411764705882353,4.196078431372549,3372.0,44124.76470588235,,,,,4.293432311004941,0.23529411764705854,4.315833307320781,0.23529411764705854,4.577321281711111,POINT (-79.43060419999995 43.64971799999996),-79.43060419999995,43.64971799999996,0.6139155755921328
Kensington Market,1.0,43.654521633799966,-79.40184116359995,4.0,2.9169811320754717,1.860377358490566,4.252830188679245,1268.0,38739.42641509434,,,4.537805593830405,0.07547169811320806,4.467268908033924,0.09811320754716948,4.459484119250547,0.09811320754716948,4.570220224434424,POINT (-79.40184116359995 43.65452163379997),-79.40184116359995,43.654521633799966,0.6123471139450248
Mi'hito Sushi Laboratory,1.0,43.6581944005781,-79.38260908144534,4.0,0.265625,0.046875,4.015625,3299.296875,40666.0,,,,,4.301107565424779,0.2542372881355934,4.282913696649452,0.2542372881355934,4.563970052289619,POINT (-79.38260908144534 43.6581944005781),-79.38260908144534,43.6581944005781,0.6109665934232242
Indie Ale House,1.0,43.66544137829991,-79.46523821359982,4.0,0.29959514170040485,0.2388663967611336,4.076923076923077,6921.0,36980.31174089069,,,4.530190666645674,0.04858299595141701,4.512396697364218,0.05263157894736825,4.495553830412869,0.05263157894736825,4.555096725013394,POINT (-79.46523821359982 43.66544137829991),-79.46523821359982,43.66544137829991,0.6090066777412754
Bunny's,0.0,43.66073609999996,-79.34231230000006,4.0,0.05263157894736842,0.05263157894736842,3.8421052631578947,2870.0,46674.78947368421,,,,,4.363205421400608,0.15789473684210528,4.357327830646626,0.15789473684210528,4.532767457825005,POINT (-79.34231230000006 43.66073609999996),-79.34231230000006,43.66073609999996,0.6040746517304455
Como En Casa,1.0,43.66533914639997,-79.38449966510005,4.0,0.2914798206278027,0.14798206278026907,4.017937219730942,5620.0,39414.973094170404,,,4.061420560815001,0.3452914798206294,4.0312330055792325,0.4663677130044863,4.019533947421873,0.4663677130044863,4.516592738591386,POINT (-79.38449966510005 43.66533914639997),-79.38449966510005,43.66533914639997,0.6005020250380855
DaiLo,1.0,43.65584900000017,-79.40987239999968,4.0,0.7142857142857143,0.3516483516483517,4.168498168498169,4388.0,42167.6336996337,,,4.28667668598086,0.13919413919413887,4.272289576566234,0.22710622710622644,4.264177908879672,0.22710622710622644,4.513288143468916,POINT (-79.40987239999968 43.65584900000017),-79.40987239999968,43.65584900000017,0.5997721153208619
Emporium Latino,1.0,43.65484890000003,-79.40196240000013,4.0,1.3333333333333333,0.8636363636363636,4.242424242424242,2088.0,37713.15151515151,,,,,4.3448747455245265,0.1818181818181817,4.308561153811299,0.1818181818181817,4.508924048210698,POINT (-79.40196240000013 43.65484890000003),-79.40196240000013,43.65484890000003,0.5988081861804349
Mad Mexican,0.0,43.65779049999999,-79.48780059999994,4.0,0.20689655172413793,0.1724137931034483,3.9310344827586206,4032.0,42833.379310344826,,,3.9654823675423647,0.4827586206896549,3.9486423403179027,0.5172413793103451,3.9519520017833107,0.5172413793103451,4.497492320521514,POINT (-79.48780059999994 43.65779049999999),-79.48780059999994,43.65779049999999,0.5962831781792274
Black Hoof,0.0,43.65097750000016,-79.41327969999917,4.0,1.1197478991596639,0.9096638655462185,4.182773109243698,5976.0,40235.88025210084,,,4.358819645989794,0.1302521008403371,4.334276912057657,0.14075630252100724,4.332692133459202,0.14075630252100724,4.487869832173736,POINT (-79.41327969999917 43.65097750000016),-79.41327969999917,43.65097750000016,0.5941577898975723
Mexican Salsas,0.0,43.654958799999996,-79.40203830000006,4.0,0.6909090909090909,0.45454545454545453,3.8363636363636364,5765.0,37859.25454545455,,,3.9186758333205574,0.5090909090909087,3.8285744099700882,0.6181818181818175,3.8328427579689133,0.6181818181818175,4.473415527112652,POINT (-79.40203830000006 43.6549588),-79.40203830000006,43.654958799999996,0.5909651634701899
The Annex Food Hall,1.0,43.6662561449,-79.40650940719993,3.5,0.5897435897435898,0.23076923076923078,3.6153846153846154,486.0,41081.64102564102,,,4.147245624713549,0.2820512820512822,4.107961883217572,0.3076923076923078,4.132089380981852,0.3076923076923078,4.462487113432996,POINT (-79.40650940719993 43.6662561449),-79.40650940719993,43.6662561449,0.5885513260580422
Folly Brewing,1.0,43.654003399999986,-79.42595120000003,4.0,0.21428571428571427,0.14285714285714285,4.178571428571429,4060.0,45878.57142857143,,,,,4.2413416299451265,0.21428571428571436,4.223392013043381,0.21428571428571436,4.455815194282789,POINT (-79.42595120000003 43.65400339999999),-79.42595120000003,43.654003399999986,0.5870776512386516
Nomé Izakaya,1.0,43.762649536100064,-79.41146850590081,4.0,0.4263565891472868,0.24651162790697675,3.973643410852713,3344.0,41199.84496124031,,,4.294755182793936,0.12093023255813871,4.301417005005405,0.12713178294573768,4.310802520159708,0.12713178294573768,4.450013064836351,POINT (-79.41146850590081 43.76264953610006),-79.41146850590081,43.762649536100064,0.5857960931334704
Rally Sports Bar + Smokehouse,1.0,43.71746609999994,-79.30501199999986,4.0,0.38613861386138615,0.1485148514851485,4.03960396039604,3510.0,39672.64356435643,,,,,4.262396981565089,0.16831683168316797,4.26404886619537,0.16831683168316797,4.447305267531378,POINT (-79.30501199999986 43.71746609999994),-79.30501199999986,43.71746609999994,0.5851980024470403
Aft Kitchen & Bar,0.0,43.65880899999985,-79.35078099999981,4.0,0.3469387755102041,0.1836734693877551,4.0272108843537415,2791.0,37853.727891156464,,,,,4.478617647708087,0.04081632653061214,4.400598445318178,0.04081632653061214,4.445732394714857,POINT (-79.35078099999981 43.65880899999985),-79.35078099999981,43.65880899999985,0.5848505907036383
Fresh on Spadina,1.0,43.64809009999987,-79.39569530000064,4.0,0.5580808080808081,0.33080808080808083,3.8207070707070705,4814.0,40703.042929292926,,,4.325644726354326,0.07575757575757525,4.328095362212481,0.08585858585858559,4.3166554042673075,0.08585858585858559,4.410312448233721,POINT (-79.39569530000064 43.64809009999987),-79.39569530000064,43.64809009999987,0.5770271321067524
Reyna,1.0,43.65035219999999,-79.38379510000001,3.5,0.3,0.2,3.3,974.0,22693.4,,,,,3.664569274724004,0.7999999999999999,3.610419508033857,0.7999999999999999,4.4097763452278365,POINT (-79.38379510000001 43.65035219999999),-79.38379510000001,43.65035219999999,0.5769087191759922
Fresh On Front,1.0,43.64775340000004,-79.37427399999987,4.0,0.22388059701492538,0.13432835820895522,3.970149253731343,2106.0,39782.9552238806,,,,,4.235072407874326,0.119402985074627,4.269931117163873,0.119402985074627,4.399313216434341,POINT (-79.37427399999987 43.64775340000004),-79.37427399999987,43.64775340000004,0.574597652586623
Sofi's Mexican Bar & Grill,0.0,43.78356031339996,-79.1705825197,3.5,0.1,0.06,3.72,6244.0,39614.34,,,3.7324875263037707,0.3800000000000001,3.869579523066299,0.5,3.8688887335880207,0.5,4.384025283552939,POINT (-79.17058251970001 43.78356031339996),-79.1705825197,43.78356031339996,0.5712208967805881
Local Liberty Village,1.0,43.63846892619997,-79.41921249029974,4.0,0.21033210332103322,0.23247232472324722,3.811808118081181,4146.0,37741.92250922509,,,4.200241156202411,0.17712177121771286,4.1411570434907725,0.20295202952029556,4.143770531078422,0.20295202952029556,4.359442303026321,POINT (-79.41921249029974 43.63846892619997),-79.41921249029974,43.63846892619997,0.5657910768783905
El Caballito,0.0,43.647431999999895,-79.38707470000007,3.5,0.29004329004329005,0.2597402597402597,3.5584415584415585,4978.0,38936.683982683986,,,3.6093932383675673,0.6666666666666665,3.591982643773891,0.7619047619047599,3.5962462646736766,0.7619047619047599,4.350830679552986,POINT (-79.38707470000007 43.6474319999999),-79.38707470000007,43.647431999999895,0.5638889655996088
Eastside Social,1.0,43.661432,-79.339113,4.0,0.16417910447761194,0.16417910447761194,4.104477611940299,4541.0,42351.46268656717,,,4.123847879374777,0.29850746268656686,4.0345763815413935,0.3134328358208953,4.004917423998059,0.3134328358208953,4.33135822663896,POINT (-79.339113 43.661432),-79.339113,43.661432,0.5595879447261349
The Combine Eatery,0.0,43.67664199999994,-79.35742099999995,3.5,0.9382716049382716,0.7654320987654321,3.6296296296296298,6031.0,40476.864197530864,,,3.6655304543734015,0.666666666666666,3.659805624800603,0.666666666666666,3.664008394106708,0.666666666666666,4.328514469205093,POINT (-79.35742099999995 43.67664199999994),-79.35742099999995,43.67664199999994,0.5589598235471464
Katana on Bay,1.0,43.65030440000007,-79.3804595000001,3.5,0.41935483870967744,0.23655913978494625,3.6344086021505375,4412.0,39081.86021505376,,,,,4.250869260925701,0.07526881720430102,4.236113248553182,0.07526881720430102,4.316579760054203,POINT (-79.3804595000001 43.65030440000007),-79.3804595000001,43.65030440000007,0.5563237184091109
Duke's Refresher + Bar,1.0,43.6590440287,-79.38307072469982,4.0,0.84375,0.34375,3.875,1984.0,40449.057291666664,,,4.164077143729516,0.078125,4.16362840783859,0.08333333333333355,4.205831213327115,0.08333333333333355,4.294371792235667,POINT (-79.38307072469982 43.6590440287),-79.38307072469982,43.6590440287,0.5514184846634353
Assembly Chef's Hall,1.0,43.65035220000016,-79.38379509999977,4.0,1.0214285714285714,0.5107142857142857,3.9392857142857145,4617.0,41201.18571428571,,,4.1915063705456195,0.13571428571428606,4.085801025192344,0.19285714285714303,4.081379394149287,0.19285714285714303,4.282981176941443,POINT (-79.38379509999977 43.65035220000016),-79.38379509999977,43.65035220000016,0.5489025574529051
Thrive Organic Kitchen & Café,1.0,43.59519879999997,-79.53028579999973,4.0,0.8188976377952756,0.5433070866141733,3.968503937007874,2473.0,42386.71653543307,,,,,4.208209873598422,0.08661417322834634,4.1891474087161775,0.08661417322834634,4.28084651591431,POINT (-79.53028579999973 43.59519879999997),-79.53028579999973,43.59519879999997,0.5484310595026454
Booyah,1.0,43.68151600000006,-79.41841000000012,4.0,0.13114754098360656,0.09836065573770492,3.80327868852459,70.0,38478.229508196724,,,,,3.9363594304992446,0.32786885245901615,3.9369355128495935,0.32786885245901615,4.273229417167494,POINT (-79.41841000000012 43.68151600000006),-79.41841000000012,43.68151600000006,0.5467486160606192
Nakamori,1.0,43.73700310000003,-79.24470629999998,4.0,0.5346534653465347,0.48514851485148514,4.108910891089109,3113.0,39901.46534653466,,,,,4.2111109621916,0.09900990099009908,4.161392026544205,0.09900990099009908,4.265682174634391,POINT (-79.24470629999998 43.73700310000003),-79.24470629999998,43.73700310000003,0.5450816022634687
Union Social Eatery,1.0,43.6877945163999,-79.39506925639992,4.0,0.22818791946308725,0.19463087248322147,3.7651006711409396,191.0,39287.342281879195,,,4.184643865486918,0.1208053691275168,4.1345569048275355,0.13422818791946292,4.123912868047559,0.13422818791946292,4.264647315922199,POINT (-79.39506925639992 43.6877945163999),-79.39506925639992,43.6877945163999,0.5448530255688998
Reposado Bar & Lounge,1.0,43.64729809999995,-79.42016519999989,4.0,1.1285714285714286,0.5928571428571429,4.0285714285714285,6029.0,38309.95,,,,,4.127385777049198,0.07142857142857131,4.1813002157721995,0.07142857142857131,4.256636938441564,POINT (-79.42016519999989 43.64729809999995),-79.42016519999989,43.64729809999995,0.5430837158213949
Off The Hook Fishbar,1.0,43.67591280000011,-79.35840500000026,3.5,0.29936305732484075,0.17834394904458598,3.5923566878980893,2187.0,43281.0,,,4.200744385186236,0.08280254777070081,4.140498290048414,0.08917197452229292,4.162084641185821,0.08917197452229292,4.255911927321956,POINT (-79.35840500000026 43.67591280000011),-79.35840500000026,43.67591280000011,0.5429235773954503
Fresh on Crawford,1.0,43.64513840000012,-79.41497669999991,3.5,0.8315217391304348,0.4782608695652174,3.635869565217391,3363.0,38502.875,,,4.1822365326322295,0.08695652173913071,4.172827319325051,0.09239130434782605,4.157585826876707,0.09239130434782605,4.254734665623939,POINT (-79.41497669999991 43.64513840000012),-79.41497669999991,43.64513840000012,0.542663547128125
Asada Mexican Grill,0.0,43.680467000000064,-79.43062720000005,4.0,0.09322033898305085,0.2457627118644068,3.8135593220338984,6286.0,39774.57627118644,,,3.7415079239997184,0.39830508474576287,3.771215867443913,0.47457627118644136,3.7775721881773126,0.47457627118644136,4.253429474940017,POINT (-79.43062720000005 43.68046700000006),-79.43062720000005,43.680467000000064,0.5423752602646159
Taqueria,0.0,43.66899619999999,-79.38595840000002,3.0,0.7272727272727273,0.2727272727272727,3.1818181818181817,6173.0,36694.09090909091,,,,,3.5199207625732076,0.7272727272727274,3.5429799063549434,0.7272727272727274,4.2494362892718165,POINT (-79.38595840000002 43.66899619999999),-79.38595840000002,43.66899619999999,0.541493256595822
The Food Dudes,1.0,43.6562502,-79.3382001,4.0,0.6071428571428571,0.5357142857142857,3.857142857142857,2177.0,37156.96428571428,,,,,3.883290287113222,0.4285714285714287,3.8101985847882776,0.4285714285714287,4.241106350440766,POINT (-79.33820009999999 43.6562502),-79.3382001,43.6562502,0.5396533630320633
The Shameful Tiki Room,1.0,43.64143929999976,-79.43330260000027,4.0,0.6666666666666666,0.5098039215686274,3.9019607843137254,4816.0,43116.259803921566,,,,,4.256580725656021,0.039215686274509706,4.196000826250804,0.039215686274509706,4.237340403119187,POINT (-79.43330260000027 43.64143929999976),-79.43330260000027,43.64143929999976,0.5388215511329653
Nomé Izakaya - Shops at Don Mills,1.0,43.733534999999954,-79.34521810000001,4.0,0.6097560975609756,0.21951219512195122,3.8536585365853657,2383.0,37908.96341463415,,,,,4.106900699443583,0.09756097560975616,4.123287470148529,0.09756097560975616,4.225091928236672,POINT (-79.34521810000001 43.73353499999995),-79.34521810000001,43.733534999999954,0.536116142298726
Rawlicious,0.0,43.66254400000004,-79.42578185161287,3.5725806451612905,0.9435483870967742,0.7661290322580645,3.629032258064516,3062.314516129032,39989.32258064516,,,,,4.055143969491073,0.1652173913043477,4.0530269028491475,0.1652173913043477,4.22393996390453,POINT (-79.42578185161287 43.66254400000004),-79.42578185161287,43.66254400000004,0.5358616996427382
Tierra Azteca,1.0,43.659887799999986,-79.43480989999993,3.5,0.26666666666666666,0.4,3.533333333333333,1011.0,44548.23333333333,,,3.6943397715755983,0.46666666666666673,3.697785778464465,0.5,3.707741122082074,0.5,4.201421116859561,POINT (-79.43480989999993 43.65988779999999),-79.43480989999993,43.659887799999986,0.5308877997640428
El Rey Mezcal Bar,1.0,43.65281352339998,-79.40006877069996,3.5,0.5932203389830508,0.3559322033898305,3.593220338983051,623.0,47528.72881355932,,,,,4.025614731552706,0.1525423728813558,4.03769583649197,0.1525423728813558,4.194649501703144,POINT (-79.40006877069996 43.65281352339998),-79.40006877069996,43.65281352339998,0.5293921043699662
Mexitaco,0.0,43.66259330000002,-79.42344299999998,3.5,0.4461538461538462,0.18461538461538463,3.353846153846154,6502.0,42083.96923076923,,,3.401672518372606,0.4461538461538455,3.598223738692887,0.6307692307692314,3.5823087510465843,0.6307692307692314,4.1941881902262494,POINT (-79.42344299999998 43.66259330000002),-79.42344299999998,43.66259330000002,0.5292902111827001
Tallboys Craft Beer House,1.0,43.66250730000001,-79.4238416999999,4.0,0.39080459770114945,0.26436781609195403,3.954022988505747,3074.0,40630.3908045977,,,4.0194126980565725,0.17241379310344837,4.026903965878149,0.19540229885057447,3.993479513909391,0.19540229885057447,4.193406807936409,POINT (-79.4238416999999 43.66250730000001),-79.4238416999999,43.66250730000001,0.5291176216505233
Latin World,1.0,43.66499379230773,-79.44002574615395,3.3461538461538463,0.3269230769230769,0.17307692307692307,3.3653846153846154,5860.692307692308,37611.25,,,3.6123799543784036,0.5961538461538461,3.5278360064187306,0.6730769230769228,3.539551478368936,0.6730769230769228,4.18819246753754,POINT (-79.44002574615395 43.66499379230773),-79.44002574615395,43.66499379230773,0.5279658927442602
Toronto Underground Market,0.1,43.68092852283998,-79.36868564360996,2.9,0.9666666666666667,0.7,3.0,1853.8,41529.13333333333,,,,,3.903938033891804,0.2592592592592593,3.9240811113492424,0.2592592592592593,4.18684315727118,POINT (-79.36868564360996 43.68092852283998),-79.36868564360996,43.68092852283998,0.5276678608709244
LOCAL Leaside,1.0,43.70997836459994,-79.36354089529976,3.5,0.21428571428571427,0.20714285714285716,3.5214285714285714,5473.0,37915.264285714286,,,4.015816250249385,0.19285714285714303,3.926693242463721,0.25,3.931564408738271,0.25,4.1851285279805595,POINT (-79.36354089529976 43.70997836459994),-79.36354089529976,43.70997836459994,0.5272891383544656
The Dirty Bird Chicken + Waffles,1.0,43.65684479754599,-79.40244777300622,3.4723926380368098,0.4815950920245399,0.37116564417177916,3.6411042944785277,792.9693251533743,37494.539877300616,,,,,4.167926445177251,0.021874999999999884,4.159805792584992,0.021874999999999884,4.182617048188478,POINT (-79.40244777300622 43.65684479754599),-79.40244777300622,43.65684479754599,0.5267344097305606
